,Show ID,Show Name,Genre,TV-Rating,Description,Available on Hulu,Available on Netflix
142,70294800,Barbie Life in the Dreamhouse,"Kids' TV, TV Comedies",TV-G,Join blond icon Barbie and her fabulous friends as their behind-the-scenes adventures are revealed in this animated Web series.,No,Yes
143,80225885,Bard of Blood,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,"Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.",No,Yes
144,80245353,Basketball or Nothing,"Docuseries, Reality TV",TV-PG,Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.,No,Yes
145,80198350,Bat Pat,Kids' TV,TV-Y,"A curious and talkative bat finds spooky fun on the streets of Fogville, a town that's not as quiet as it seems, with a plucky girl and her brothers.",No,Yes
146,70272479,Bates Motel,"Crime TV Shows, TV Dramas, TV Horror",TV-14,"When his father dies, Norman Bates and his mother open a hotel. But Norman's precarious mental state drives them down a dark and violent path.",No,Yes
147,80024132,Battle Creek,"Crime TV Shows, TV Comedies, TV Dramas",TV-14,"A polished FBI agent must team up with a cynical cop when he's dispatched to Battle Creek, Michigan, to set up an office at the local precinct.",No,Yes
148,80109640,Battlefield Recovery,"British TV Shows, Docuseries, Reality TV",TV-PG,A four-man team heads to Latvia and Poland to unearth rare World War II artifacts and shed new light on the bloody battles of the Eastern Front.,No,Yes
149,80195173,Battlefish,"Reality TV, Science & Nature TV, TV Action & Adventure",TV-MA,"Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.",No,Yes
150,80111818,Be with Me,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,"They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever.",No,Yes
151,80116939,Be with You,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,"After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue.",No,Yes
152,80226619,Be-Be-Bears,Kids' TV,TV-Y,"Bear buddies Bucky and Bjorn play games, go on far-out adventures and learn about wondrous new things together.",No,Yes
153,81063028,Beast Legends,Docuseries,TV-PG,A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology.,No,Yes
154,80057611,Beat Bugs,Kids' TV,TV-Y,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.",No,Yes
155,80091779,Beating Again,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,"After enduring both business and family upheavals, a ruthless investment director has a heart transplant and finds a new way to look at life and love.",No,Yes
156,70242079,Beauty & the Beast,"Crime TV Shows, Romantic TV Shows, TV Dramas",TV-14,A homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.,No,Yes
157,80244228,Beauty and the Bitches,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,Beauty pageant contestants from all over Thailand fight for the crown as they contend with drama and intrigue behind the scenes.,No,Yes
158,81167119,Because This Is My First Life,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,"Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",No,Yes
159,80226279,Becoming Champions,"Docuseries, International TV Shows",TV-G,This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.,No,Yes
160,80114588,Behind Enemy Lines,"British TV Shows, Docuseries",TV-14,"After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics.",No,Yes
161,80243899,Behind the Newsroom,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,"Confident and cool under pressure, top news presenter Punchalee meets her match in the conniving Dao, who'll stop at nothing to fulfill her ambitions.",No,Yes
162,80121973,Behzat Ç.,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,An Ankara homicide detective with a dark personal life and a disdain for rules and political correctness solves murders and fights police corruption.,No,Yes
163,80004462,Being Mary Jane: The Series,"Romantic TV Shows, TV Dramas",TV-14,Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.,No,Yes
164,80045925,Bella and the Bulldogs,"Kids' TV, TV Comedies",TV-G,"The life of cheerleader Bella Dawson turns upside down when, in a twist of fate, she becomes quarterback for her middle school's football team.",No,Yes
165,80239337,Ben 10,Kids' TV,TV-Y7,Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.,No,Yes
166,80163279,Best Lover,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,"Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real.",No,Yes
167,80207486,Best.Worst.Weekend.Ever.,"Kids' TV, TV Comedies",TV-PG,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",No,Yes
168,80021955,Better Call Saul,"Crime TV Shows, TV Comedies, TV Dramas",TV-MA,"This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",No,Yes
169,81026915,Better Than Us,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,"A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.",No,Yes
170,80022632,Between,"International TV Shows, TV Dramas, TV Mysteries",TV-14,"After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",No,Yes
171,80202539,Beyblade Burst,"Anime Series, Kids' TV",TV-Y7,"Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.",No,Yes
172,81018295,Beyblade Burst Evolution,"Anime Series, Kids' TV",TV-Y7,"Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.",No,Yes
173,81172568,Beyblade Burst Turbo,"Anime Series, Kids' TV",TV-Y7,"Yearning to earn the title of world blading champion, a novice competitor must harness his untamed potential through training and tournaments.",No,Yes
174,70213120,Beyblade: Metal Fusion,"Anime Series, Kids' TV",TV-Y7,"In this anime adventure series for kids, the forces of good and evil ""blade it out,"" battling each other with enchanted spinning tops.",No,Yes
175,80197912,Beyond Stranger Things,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy",TV-14,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",No,Yes
176,80122234,Bh Se Bhade,"International TV Shows, TV Comedies",TV-PG,"A kind-hearted insurance agent has the mysterious power to temporarily shoulder the problems and pain of others, with comic results in his own life.",No,Yes
177,80122192,Bhaage Re Mann,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,"An impulsive, free-spirited woman who's defied convention for much of her life suddenly finds herself flirting with a classic romance.",No,Yes
178,80180681,Bibik-Bibikku,"International TV Shows, TV Comedies",TV-PG,"When a busy mother and father realize they need help with their two young children, they hire a series of maids, often with humorous results.",No,Yes
179,70184127,Big Bad Beetleborgs,"Kids' TV, TV Comedies",TV-Y7-FV,"When three teens free a spirit that offers to grant each a wish, they choose to become their favorite superheroes, launching a series of adventures.",No,Yes
180,80232852,"Big Dreams, Small Spaces","British TV Shows, International TV Shows, Reality TV",TV-G,Writer and presenter Monty Don helps England's budding horticulturists plant and grow the gardens of their dreams.,No,Yes
181,80117038,Big Mouth,TV Comedies,TV-MA,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,No,Yes
182,80117748,Bill Nye Saves the World,Stand-Up Comedy & Talk Shows,TV-14,Emmy-winning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives.,No,Yes
183,81183624,Billy on the Street,"International TV Shows, Reality TV, TV Comedies",TV-14,"Comedian Billy Eichner sprints through New York with celebrities to stun pedestrians with unapologetic, unfiltered and unique pop culture questions.",No,Yes
184,70300066,Bitten,"International TV Shows, TV Dramas, TV Horror",TV-MA,"Elena Michaels tries to stray from the pack of werewolves that turned her into a monster, but her efforts are thwarted by a string of grisly murders.",No,Yes
185,80992232,Bitter Daisies,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,"While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",No,Yes
186,80214013,Black,"Crime TV Shows, International TV Shows, Korean TV Shows",TV-MA,"A Grim Reaper, a detective and a woman who foresees death get ensnared in matters of life and death – and dark mysteries of twenty years past.",No,Yes
187,70204955,Black Butler,"Anime Series, International TV Shows",TV-14,"In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.",No,Yes
188,80217848,Black Crows,"International TV Shows, TV Dramas",TV-MA,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",No,Yes
189,80145141,Black Earth Rising,"British TV Shows, International TV Shows, TV Dramas",TV-MA,"Adopted by a human rights attorney after the Rwandan genocide, legal investigator Kate Ashby confronts her past when she takes on war crimes cases.",No,Yes
190,80119451,Black Heart,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,"Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",No,Yes
191,80178687,Black Lightning,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV-14,School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family.,No,Yes
192,70264888,Black Mirror,"British TV Shows, International TV Shows, TV Dramas",TV-MA,"This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.",No,Yes
193,80176234,Black Money Love,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,"After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.",No,Yes
